Metropolitan_Statistical_Area,S_0,I_0,m_b,rel_E,rel_A,k_L,k_Q,j_Q,f_A,f_H,f_R,c_A,c_I,c_H,t_0,t_delta,t_delta2,t_delta3,b,lambda_0,p_0,lambda_1,p_1,lambda_2,p_2,f_D,r
"Sumter, SC MSA",140466,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,50.6540092145766,14.5013402515582,55.795891144526,,0.532182948182358,4.69795618113763,0.561421190529079,4.23260265093667,0.418032069971342,,,0.936251656402033,2.48647804717516
"Morgantown, WV MSA",139044,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,53.3264116560268,6.46061078488833,,,0.98167167068719,6.56251734758316,0.69628649213966,,,,,0.878562327512547,0.83695576384819
"Wheeling, WV-OH MSA",138948,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,28.8747679384596,33.9018097795282,,,0.371693015025278,6.33699749958086,0.325038334345093,,,,,0.0180035386594875,4.52246995313829
"Napa, CA MSA",137744,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,27.6685160467096,36.4008590207128,,,0.254780846426629,9.36182097253958,0.250259448593046,,,,,0.263097890313283,1.03889051114471
"La Crosse-Onalaska, WI-MN MSA",136616,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,52.7609271241169,1.60997801029858,71.5635789788237,,2.67140289991969,8.38533002320927,0.855748485119964,3.16459226859092,0.75715679222298,,,0.84204415990306,3.2416541170279
"Sherman-Denison, TX MSA",136212,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,56.4845709716098,3.42700275638409,,,3.31494079181439,7.37135165157531,0.841267333274375,,,,,0.0172971884682091,1.19687594680403
"Carbondale-Marion, IL MSA",135764,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,27.2500034864542,44.862537009501,,,0.314328306498348,8.25600932519231,0.260815952239956,,,,,0.0145371399948324,1.98243744758839
"Harrisonburg, VA MSA",134964,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,27.3725974231992,52.748306991834,,,0.294405591419753,3.54236236295574,0.295745956476464,,,,,0.0341339839740803,3.23914694158376
"Hammond, LA MSA",134758,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,50.8756996153819,19.7374982265319,,,0.457996876128766,7.951748534312,0.506780994211844,,,,,0.988239972403944,1.70057845758785
"Battle Creek, MI MSA",134159,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,53.4663070821159,2.76089956821629,,,0.80486194864807,0.147835077677455,0.769653963263192,,,,,0.919539162056125,2.62159556400077
"Springfield, OH MSA",134083,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,50.0200901362566,14.2121532623858,,,0.364787413359634,6.47656222648877,0.346754246372388,,,,,0.715179629760568,3.10520436467333
"Jonesboro, AR MSA",133860,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,51.5979386070373,4.11367602987114,,,2.94117666655727,7.38257020415427,0.843673874502189,,,,,0.0318599616822944,2.69821496052379
"The Villages, FL MSA",132420,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,50.2852959314099,7.05532475573612,,,0.741286333102301,0.269480324565162,0.733866936793931,,,,,0.860995182207319,1.41617177566659
"Manhattan, KS MSA",130285,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,51.6466398906625,18.6085678558075,,,0.337641853506956,6.54947221115761,0.385203894310531,,,,,0.908972632230587,0.835920704476294
"Johnstown, PA MSA",130192,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,32.6439186132745,35.1613400950789,,,0.388100286153412,9.37385316528295,0.322487566643975,,,,,0.00176728510955072,2839349.79405308
"Albany-Lebanon, OR MSA",129749,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,44.0714917865618,3.17199111172884,,,6.48823225690583,6.63164098004513,0.938774541253883,,,,,0.00751161339206258,1.42350659382203
"Mount Vernon-Anacortes, WA MSA",129205,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,42.1029028084642,10.9528801475556,,,0.555105892423731,0.238533730760327,0.663729015556557,,,,,0.970307156765669,1.22822177581777
"Bismarck, ND MSA",128949,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,52.4062386482654,0.653116159960004,,,13.1141590202791,9.16657048713713,0.994369717429412,,,,,0.98425956892209,1.43747764107432
"Lawton, OK MSA",126415,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,59.9879554336989,2.65849847002729,,,7.09176673212886,6.21790062462659,0.943984905621067,,,,,0.0289474858349916,0.92018146474738
"Sierra Vista-Douglas, AZ MSA",125922,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,43.9286142116973,40.8678918920087,14.8562337893856,,0.225221366549921,0.22965861954885,0.835152720297983,7.91608343604299,0.0178212823706469,,,0.98669825978903,2.26321270283387
"St. Joseph, MO-KS MSA",125223,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,55.2745449109198,1.64898669653722,,,3.36889382933593,0.627651298735794,0.856541181031277,,,,,0.0219100415716362,1.65247035631233
"Glens Falls, NY MSA",125148,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,47.8077335018512,3.57954431278926,,,2.09507526723059,0.408593924236695,0.799090281739302,,,,,0.0125589736331573,1.87988872674774
"Pittsfield, MA MSA",124944,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,32.7604015058819,29.7130635144823,,,0.326898570499501,5.90390676616714,0.430319637177085,,,,,0.993495245850744,1.25662499382241
"Cleveland, TN MSA",124942,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,51.8534642790531,10.302768013783,,,0.451615513105148,4.84341004095642,0.448080890316951,,,,,0.974272120334229,1.82967460170266
"New Bern, NC MSA",124284,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,45.478521750248,25.4913039021917,,,0.282541091700176,8.1212107696642,0.285221493058591,,,,,0.859691169129873,1.10780387507807
"Farmington, NM MSA",123958,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,55.745452236846,1.86993308766728,,,5.0235626285302,0.787916593644816,0.91137171313915,,,,,0.0711022302774657,4.42811301883403
"Ames, IA MSA",123351,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,55.9803522898503,0.775992609102084,,,3.3600024827032,9.1272786329691,0.856748824585782,,,,,0.967561563083887,1.8537394180387
"Goldsboro, NC MSA",123131,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,42.010257564572,43.6773417515913,9.27639035536785,,0.366887396609921,8.84115781032806,0.899317008763007,6.78712545312639,0.293993268120273,,,0.0706822212439296,2.1555663263112
"Staunton, VA MSA",123120,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,66.8310682194843,1.78385415971203,,,7.57426866533521,5.57983775353037,0.954736830167345,,,,,0.0847957962610493,2.38964981017559
"Lawrence, KS MSA",122259,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,49.7786185092023,8.87526867129092,,,0.578841296442822,4.43721086887378,0.574691350995382,,,,,0.796032262001212,0.771988939192038
"San Angelo, TX MSA",122027,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,56.3975880222973,12.0610180428127,52.0127791082192,,0.475020473623395,1.2788893243022,0.576722481972673,3.82182042316788,0.311017954772955,,,0.990660040932505,1.55355947737311
"Altoona, PA MSA",121829,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,57.8439069162092,4.23865098936609,,,3.54737991079276,2.35563540710077,0.876167901552594,,,,,0.00332888939891629,1.25654211611188
"Mansfield, OH MSA",121154,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,31.052127690938,40.956406348583,,,0.312696313289772,2.49235446112771,0.337666505514264,,,,,0.0329543449224445,4.40471588965968
"Wenatchee, WA MSA",120629,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,22.1529674245602,36.4263993305906,,,0.328292306821125,0.177553988837986,0.357707572839313,,,,,0.0188039851350247,1.60606114036222
"Missoula, MT MSA",119600,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,29.4005423519801,35.3172046884128,54.9537370332051,,0.27492063188363,0.155633961294634,0.645527861198793,9.49168335882838,0.00362161047350513,,,0.168474549409472,230293.084017941
"Owensboro, KY MSA",119440,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,49.4740165435438,4.15693689480146,,,0.689395436425062,0.12580828218886,0.752695473298337,,,,,0.745240455601129,1.40261530735555
"Brunswick, GA MSA",118779,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,51.6675991061985,2.23365707850291,,,0.991069407415406,0.328103275887636,0.737832422064794,,,,,0.792642001370223,1.67944305253089
"Weirton-Steubenville, WV-OH MSA",116074,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,60.912961217683,1.83219506517973,,,4.71764166234817,4.44635321211208,0.92802025363866,,,,,0.453743960238223,6.27033079115562
"Beckley, WV MSA",115767,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,58.1046198030296,2.63192230684056,,,5.4646065527828,1.8839473245218,0.923350173896361,,,,,0.00759171342417194,1.97477169692919
"Sheboygan, WI MSA",115340,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,47.4015911365747,0.683007402626549,,,5.63655302681903,9.25089352279875,0.926513448288709,,,,,0.883272218260532,1.61752396716983
"Muncie, IN MSA",114135,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,55.0934120503258,2.79025822398109,,,6.89619247633016,8.69677569875629,0.922573060408874,,,,,0.0130245263366512,1.64225097053495
"Anniston-Oxford, AL MSA",113605,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,50.3820045338013,20.2329312400628,,,0.359387005976034,9.88710650514041,0.43122889927901,,,,,0.849459594427694,1.64124333635273
"California-Lexington Park, MD MSA",113510,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,46.3283549747864,18.5668987833217,,,0.605496101464685,5.38200597418469,0.509913868135951,,,,,0.0282088244955844,1.73740409004994
"Williamsport, PA MSA",113299,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,59.5213925390418,1.68811452805226,,,14.9929543399938,8.53649857249734,0.9775639718624,,,,,0.00460725668504319,2.22519313909529
"Twin Falls, ID MSA",111290,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,48.6921167558542,19.8382489650033,,,0.593198045058208,4.40225838779599,0.527174389790253,,,,,0.0442129702920032,1.84702687108397
"Longview, WA MSA",110593,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,55.2740823580129,0.520389884130856,,,8.89082134247771,7.08620477814456,0.967178897484754,,,,,0.936405524413613,0.787479264155305
"Michigan City-La Porte, IN MSA",109888,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,27.7740228052095,55.2457266885083,,,0.282168838036632,5.8376187205163,0.333859874907025,,,,,0.0523932661103638,1.74473389815256
"Kankakee, IL MSA",109862,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,43.3612454789942,19.0513293836179,,,0.599763067217914,9.1870614413955,0.45005775978658,,,,,0.0342258164815204,0.654944910343022
"Watertown-Fort Drum, NY MSA",109834,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,50.2055860528282,17.9661073670423,,,0.358775463752937,1.08218314078239,0.488027921160997,,,,,0.910764425726224,2.89513099087826
"Lewiston-Auburn, ME MSA",108277,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,43.1156533138449,4.84848369987429,,,1.78167736475809,9.48860931176512,0.745015930569634,,,,,0.0192246869858467,4.32649726322351
"Sebring-Avon Park, FL MSA",106221,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,55.1061500452929,2.32735372087657,,,1.51190710170434,0.583163715002327,0.801712538247098,,,,,0.722027844356412,1.89377555237752
"Decatur, IL MSA",104009,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,59.5448207673198,18.7691671451576,,,0.41676784544042,6.48978070109725,0.514055785155495,,,,,0.949728905823827,2.38795782998355
"Fond du Lac, WI MSA",103403,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,44.8771825871943,2.23269650517334,,,5.32771262994056,3.99507023069816,0.922413893376317,,,,,0.0744257922336349,1.87459633983324
"Bay City, MI MSA",103126,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,30.7757394781629,38.1469361455486,,,0.33880922902421,1.63387220155302,0.32605610434956,,,,,0.0238953960115703,2.01605288410101
"Gettysburg, PA MSA",103009,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,39.7908859700908,36.3487973014237,,,0.256582832914253,9.41691030821572,0.298323202651496,,,,,0.980504873832032,5.88439843013341
"Lima, OH MSA",102351,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,59.3959079683553,1.6141921351136,,,0.837342945238749,0.143832858747726,0.788754074303009,,,,,0.988074114941897,2.54681355420745
"Gadsden, AL MSA",102268,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,53.3125044533981,16.3509876131779,,,0.416763641714156,4.06861150022652,0.45539132638661,,,,,0.972194664115795,2.15079930461141
"Ithaca, NY MSA",102180,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,46.8712525749367,8.25043054444934,,,0.748262245685633,0.429448082192015,0.711077440335549,,,,,0.52877487707004,0.833276352925289
"Mankato, MN MSA",101927,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,49.9766382189152,1.43526248959966,,,10.7646260898082,6.59727158719952,0.970633388290536,,,,,0.0289371021389119,1.54875900859289
"Grand Forks, ND-MN MSA",100815,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,56.3837067759226,29.4443701675248,,,0.330226623552994,7.95086882039383,0.461537183018898,,,,,0.9576986779148,1.35901251612194
"Victoria, TX MSA",99742,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,53.2040576842456,2.8077444701216,70.9315947785771,,2.7093906026352,0.30097126048811,0.854983566396771,3.18902161531378,0.500743172370973,,,0.00678401336706921,1.12179438235854
"Cheyenne, WY MSA",99500,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,49.1736678945698,2.77824520765334,,,0.746327478353156,0.131894254862601,0.785281334199893,,,,,0.838552629234164,1.36860636673139
"Hot Springs, AR MSA",99386,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,48.1905997336882,1.98387472520747,,,0.894130090399647,0.20128496070536,0.778267996089834,,,,,0.971692681157057,0.714664341289673
"Rome, GA MSA",98498,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,20.1814516920495,47.2852484846689,23.1525889187336,,0.325401357946138,3.80326743074432,0.520374270131006,3.30437110357678,0.221223539233409,,,0.0220275601802552,2.1936827617617
"Dubuque, IA MSA",97311,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,52.684071864177,1.85330026478959,,,6.16649038180176,1.26634733628606,0.926198249417766,,,,,0.0197348211906048,2.25057992334169
"Cumberland, MD-WV MSA",97284,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,52.264939927989,36.397238653066,,,0.276532931000162,6.87808194043173,0.405617741905239,,,,,0.93916068402749,1.78573789292899
"Fairbanks, AK MSA",96849,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,37.8713957996036,0.507597335677981,89.2351343128795,,1.23331414405059,0.0800752060521359,0.771811147564293,1.47825154951672,0.055957304628004,,,0.00291168888579838,2.46082870353038
"Cape Girardeau, MO-IL MSA",96765,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,59.545471590849,0.520267662522906,,,12.8687927113129,9.94711200601838,0.991499463875617,,,,,0.734656391152425,2.07564775646615
"Pocatello, ID MSA",95489,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,57.2041782431768,1.12400396889519,,,2.13370379082206,4.90403002763819,0.800139988740643,,,,,0.388338261675995,1.02087365895896
"Corvallis, OR MSA",93053,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,45.0991726655277,4.58192791665446,,,1.31271491421198,0.269523532833658,0.824445097414975,,,,,0.0237393940678894,0.996948671476615
"Ocean City, NJ MSA",92039,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,43.3318334463735,26.6965282988668,,,0.447366593689119,3.01024848799885,0.476303249893911,,,,,0.0863074670569033,2.8050759560225
"Parkersburg-Vienna, WV MSA",89339,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,38.7230842942365,34.9138081330629,,,0.385381311016458,6.78973702478029,0.487457326498903,,,,,0.0311315650034056,5.83075732579517
"Pine Bluff, AR MSA",87804,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,25.6321958116466,61.9273395252261,,,0.241800913235561,7.55395093857752,0.331642227457676,,,,,0.953778369159251,0.830217760118139
"Grants Pass, OR MSA",87487,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,53.3053992119256,6.43882917282031,,,0.613414930408905,0.677585665493286,0.639293288080246,,,,,0.636586445475869,1.40385805235153
"Columbus, IN MSA",83779,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,32.41523265075,38.6685276260572,,,0.351768985269972,6.57577314450443,0.321879440562934,,,,,0.029782711947214,1.89647438468061
"Elmira, NY MSA",83456,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,58.4550146394741,2.37789483259798,,,12.2081392633643,8.73597244091195,0.968832806889298,,,,,0.00506068920015531,0.993812611882246
"Bloomsburg-Berwick, PA MSA",83194,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,47.8603781871137,23.0352302629426,,,0.372375696109975,0.438451172483105,0.517831110136112,,,,,0.870740910242721,1.83209034484102
"Midland, MI MSA",83156,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,54.5957424296743,0.665124639966463,,,7.92436444791272,5.40735163407586,0.959473635092476,,,,,0.909778230317981,0.681624228610871
"Kokomo, IN MSA",82544,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,36.2850703017315,0.344851579591988,,,1.05188268876703,0.136862368737674,0.755881242378472,,,,,0.0322562431886831,1.69137665337748
"Great Falls, MT MSA",81366,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,54.5977788314219,1.34209585277175,,,2.4269630555097,3.69205604880608,0.856008088386442,,,,,0.698598381086882,0.677844076705807
"Hinesville, GA MSA",80994,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,56.9553020377814,3.01217920428503,,,0.886520729721979,0.459287640663269,0.706635019745128,,,,,0.940589155090098,1.05351070678424
"Casper, WY MSA",79858,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,53.8688230642266,6.64389983760982,,,0.758323663620941,2.5601944445718,0.645727871729972,,,,,0.885802467548152,0.615906090357981
"Danville, IL MSA",75758,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,66.8193754561577,1.15851949585579,,,4.40005947529695,2.51124521082176,0.916579106280235,,,,,0.442453451152493,0.9175410623566
"Grand Island, NE MSA",75553,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,55.6033345534321,0.956268316438508,,,1.3435855296436,0.116895670243271,0.786726360420551,,,,,0.0850069256583045,1.36423744848357
"Lewiston, ID-WA MSA",62990,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,55.3177339517609,1.36699400631356,,,0.618979144839794,0.0834800074530949,0.821472596094569,,,,,0.920313523383744,0.699223961829969
"Enid, OK MSA",61056,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,62.9199394885752,1.37088700641979,,,1.64361474795735,5.32263960005864,0.773093236279356,,,,,0.9338512431938,0.636387141295419
"Walla Walla, WA MSA",60760,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,34.0201706040988,54.2742534403158,,,0.209173735683147,8.7845972074203,0.239570214757416,,,,,0.957190034084098,0.674445008864883
"Carson City, NV MSA",55916,1,0.1,1.1,0.9,0.94,0.0038,0.4,0.44,0.054,0.79,0.26,0.12,0.17,44.0773146172122,3.41103784637376,,,3.44486776757448,7.9448327834302,0.858711960544877,,,,,0.0119021536780887,1.03909329726581
